Book,Chapter,Verse,Content
예레미야,42,15,유다 남다 여호와 말씀 들다 여호와 이스라엘 하나님 말씀 애굽 들어가다 거기 살기 고집
예레미야,42,16,두렵다 애굽 따라가다 두렵다 기근 애굽 급하다 따라가다 거기
예레미야,42,17,무릇 애굽 들어가다 거기 머물다 살기 고집 모든 기근 전염병 내리다 재난 벗어나다
예레미야,42,18,여호와 이스라엘 하나님 말씀 노여움 예루살렘 주민 부다 애굽 부다 가증 놀래다 저주 치욕 거리 다시다 보지 하리 시도
예레미야,42,19,유다 남다 여호와 두다 말씀 애굽 가지 말르다 나다 오늘 경고 분명하다 알라
예레미야,42,20,나르다 하나님 여호와 보내다 기르다 하나님 여호와 기도 하나님 여호와 말씀 전하라 하리 마음 속이다
예레미야,42,21,하나님 여호와 나르다 보내다 말씀 오늘 하나님 여호와 목소리 도무지 순종
예레미야,42,22,가다 머물다 기근 전염병 분명하다 알다
예레미야,43,1,예레미야 애굽 가다 예레미야 모든 백성 하나님 여호와 말씀 하나님 여호와 보내다 모든 말씀 마치니
예레미야,43,2,호사 아들 사다 오다 가다 레아 아들 요하 모든 오만하다 자가 예레미야 거짓 하나님 여호와 애굽 살리다 가지 보내다
예레미야,43,3,리야 아들 바룩 부추기다 대적 갈대 넘기다 바벨론 붙다 잡아가다
예레미야,43,4,가다 레아 아들 요하 모든 지휘 모든 백성 유다 살라 여호와 목소리 순종
예레미야,43,5,가다 레아 아들 요하 모든 지휘 유다 남다 쫓겨나다 여러 나라 가운데 유다 살리다 돌아오다
예레미야,43,6,남자 여자 유아 사령관 부사 반의 손자 아들 그다랴 맡기다 두다 모든 사람과 선지자 예레미야 리야 아들 바룩 느리다
예레미야,43,7,애굽 들어가다 바네스 이르렀으 여호와 목소리 순종
예레미야,43,8,바네스 여호와 말씀 예레미야
예레미야,43,9,유다 크다 여러 가다 바네스 궁전 대문 벽돌 쌓다 축대 진흙 감추다
예레미야,43,10,여호와 이스라엘 하나님 말씀 보라 바벨론 느부갓네살 불다 왕좌 감추다 놓다 화려하다 크다 장막 치다
예레미야,43,11,오다 애굽 죽이다 자다 사로자다 자다 사로자다 자다
예레미야,43,12,애굽 신들 신당 지르다 느부갓네살 사르 사로자다 목자 두르다 애굽 두르다 평안하다 떠나다
예레미야,43,13,애굽 세메스 석상 깨뜨리다 애굽 신들 신당 사르다 하니
예레미야,44,1,애굽 유다 말씀 애굽 살다 모든 유다 믹돌 바네스 바드 로스 지방 살다 대하 말씀 예레미야
예레미야,44,2,여호와 이스라엘 하나님 말씀 예루살렘 유다 모든 내리다 모든 재난 보라 오늘 황무지 되어다 살다
예레미야,44,3,조상 신들 나아가다 분향 섬기다 노여움 일으키다 악행 말미
예레미야,44,4,모든 선지자 보내다 끊임없다 보내다 기르다 미워하다 가증 말르다
예레미야,44,5,듣다 기울이다 신들 여전하다 분향 돌이키다
예레미야,44,6,분과 노여움 쏟다 유다 예루살렘 거리 사르다 오늘 폐허 황무지 되어다
예레미야,44,7,하나님 이스라엘 하나님 여호와 말씀 크다 영혼 해하 유다 가운데 남자 여자 먹다 자르다 멸절 남다 자가
예레미야,44,8,만들다 노여움 일으키다 가다 머물다 살다 애굽 신들 분향 끊다 버리다 당하다 세계 여러 나라 가운데 저주 수치 거리
예레미야,44,9,유다 예루살렘 거리 조상 악행 유다 악행 왕비 악행 악행 아내 악행 잊다
예레미야,44,10,오늘 겸손하다 두렵다 조상 세운 율법 법규 지키다
예레미야,44,11,여호와 이스라엘 하나님 말씀 보라 얼굴 환난 내리다 유다 끊다 버리다
예레미야,44,12,애굽 머물다 살기 고집 들어가다 유다 남다 처단 하리 멸망하다 애굽 드럽다 기근 망하다 낮다 자로 높다 기근 죽다 저주 놀래다 조롱 수치 대상
예레미야,44,13,예루살렘 애굽 살다 기근 전염병 벌다
예레미야,44,14,애굽 들어가다 거기 머물다 살리다 유다 남다 피하 거나 남아 소원 돌아오다 살다 유다 돌아오다 자가 도망치다 돌아오다 자가
예레미야,44,15,아내 신들 분향 알다 모든 남자 서다 모든 여인 애굽 바드로스 살다 모든 백성 크다 무리 예레미야 대답
예레미야,44,16,여호와 이름 듣다
예레미야,44,17,내다 모든 실행 본래 선조 고관 유다 예루살렘 거리 하늘 여왕 분향 전제 드리다 먹다 풍부하다 받다 재난 당하다
예레미야,44,18,하늘 여왕 분향 전제 드리다 모든 궁핍하다 기근 멸망 당하다
예레미야,44,19,여인 하늘 여왕 분향 전제 드릴 남편 허락 형상 과자 만들다 놓다 전제 드리다
예레미야,44,20,예레미야 남녀 모든 무리 말로 대답 모든 백성
예레미야,44,21,선조 고관 유다 백성 유다 예루살렘 거리 분향 여호와 기억 마음 떠오르다
예레미야,44,22,여호와 악행 가증 행위 차다 오늘 황폐 놀래다 거리 되어다 주민 되어다
예레미야,44,23,분향 여호와 범죄 여호와 목소리 순종 여호와 율법 법규 여러 증거 재난 오늘 일어나다
예레미야,44,24,예레미야 모든 백성 모든 여인 말다 애굽 살다 모든 유다 여호와 말씀 들다
예레미야,44,25,여호와 이스라엘 하나님 말씀 아내 이루다 기르다 서원 이행 하늘 여왕 분향 전제 드리다 서원 성취 서원 이행
예레미야,44,26,애굽 살다 모든 유다 여호와 말씀 들다 여호와 말씀 보라 크다 이름 맹세 애굽 살다 유다 다시다 이름 부르다 여호와 계심 두다 맹세 자가
예레미야,44,27,보라 깨다 재난 내리다 리지 애굽 유다 모든 기근 망하다 멸절
예레미야,44,28,소수 애굽 나오다 유다 돌아오다 애굽 들어가다 거기 머물다 살다 유다 모든 남다 자가 가운데 진리 알리
예레미야,44,29,여호와 말씀 표징 재난 내리다 이루어지다 하리
예레미야,44,30,보라 유다 시드기야 원수 생명 찾다 바벨론 느부갓네살 넘기다 애굽 브라 원수 생명 찾다 넘기다 주리 여호와 말씀
예레미야,45,1,여호와 바룩 구원 약속 유다 요시야 아들 여호야김 넷째 리야 아들 바룩 예레미야 불다 주다 모든 기록 선지자 예레미야
예레미야,45,2,바룩 이스라엘 하나님 여호와 말씀
예레미야,45,3,일찍이 화로 여호와 고통 슬픔 더하다 탄식 피곤하다 평안 찾다
예레미야,45,4,여호와 말씀 기르다 보라 세운 헐다 심다 뽑기 그리다
예레미야,45,5,크다 찾다 찾다 말르다 보라 모든 육체 재난 내리다 가다 모든 생명 노략 주다 하리 여호와 말씀
예레미야,46,1,애굽 여호와 말씀 이방 나라 대하 선지자 예레미야 여호와 말씀
예레미야,46,2,애굽 유다 요시야 아들 여호야김 넷째 브라 가다 갈다 미스 바벨론 느부갓네살 애굽 고의 군대 말씀
예레미야,46,3,작다 방패 크다 방패 예비 나가다 싸우다
예레미야,46,4,기병 안장 지우다 투구 쓰다 나서다 갈다 갑옷 입다
예레미야,46,5,여호와 말씀 물르다 살다 급하다 도망 돌아보다 어찜 두려움 사방
예레미야,46,6,빠르다 자도 도망 사도 피하 북쪽 브라 가다 넘어지다 드럽다
예레미야,46,7,강의 물이 출렁이다 나일 불어 자가
예레미야,46,8,애굽 나일 불어 강물 출렁이다 일어나다 덮다 주민 멸할
예레미야,46,9,달다 거들다 정신 달다 용사 나오다 방패 잡다 구스 사람과 사람과 당기다 루딤 나오다 거니
예레미야,46,10,여호와 대적 원수 갚다 보복 배부르다 삼키다 넘치다 말다 여호와 북쪽 브라 가다 희생 제물 받다
예레미야,46,11,처녀 애굽 기르다 올라가다 유향 취하 치료 받다 효력 하리
예레미야,46,12,수치 나라 들리다 부르짖다 가득하다 사가 용사 걸리다 넘어지다 드럽다
예레미야,46,13,느부갓네살 애굽 치다 바벨론 느부갓네살 오다 애굽 대하 선지자 예레미야 여호와 말씀
예레미야,46,14,애굽 선포 믹돌 바네스 선포 굳다 서서 준비 하라 사방 키우다
예레미야,46,15,장사 쓰러지다 서지 여호와 몰다 까닭
예레미야,46,16,많다 넘어지다 드럽다 일어나다 포악하다 피하 민족 고향 돌아가다
예레미야,46,17,부르짖다 기르다 애굽 망하다 기회 놓치다
예레미야,46,18,여호와 일컫다 맹세 산들 해변 갈다 메다 오리
예레미야,46,19,애굽 살다 포로 꾸리 황무 주민 것임
예레미야,46,20,애굽 심하다 아름답다 송아지 일지 쇠파리 줄곧 오리
예레미야,46,21,고용 살다 송아지 돌이키다 도망 서지 재난 이르렀 받다 오다
예레미야,46,22,애굽 소리 소리 군대 벌목 도끼 가지 오다 것임
예레미야,46,23,여호와 말씀 황충 많다 조사 수풀
예레미야,46,24,애굽 수치 당하다 북쪽 백성 붙이다 당하다
예레미야,46,25,여호와 이스라엘 하나님 말씀 보라 아몬 애굽 애굽 신들 의지
예레미야,46,26,생명 노리다 자의 바벨론 느부갓네살 넘기다 이전 여호와 말씀
예레미야,46,27,이스라엘 하리 야곱 두렵다 말르다 이스라엘 말르다 보라 멀다 구원 자손 포로 하리 야곱 돌아오다 평안하다 걱정 두렵다
예레미야,46,28,여호와 말씀 야곱 두렵다 말르다 흩다 나라 멸할지 사라지다 법도 징계 결코 무죄 자로
예레미야,47,1,블레셋 유린 가사 치기 블레셋 대하 선지자 예레미야 여호와 말씀
예레미야,47,2,여호와 말씀 보라 물이 북쪽 일어나다 물결 치다 시내 이루다 모든 거기 살다 휩쓸다 부르짖다 모든 주민 울부짖다
예레미야,47,3,군마 발굽 소리 달리다 병거 바퀴 진동 소리 아버지 손맥 풀다 자녀 돌보다 하리
예레미야,47,4,블레셋 유린 시돈 남아 자르다 끊다 버리다 오다 것임 여호와 갑돌 남아 블레셋 유린
예레미야,47,5,가사 대머리 되어다 아스 글론 남아 평지 잠잠하다 되어다 베다
예레미야,47,6,여호와 칼집 들어가다 쉬다
예레미야,47,7,여호와 명령 어떻다 잠잠하다 쉬다 아스 글론 해변 치다 하니
예레미야,48,1,모압 멸망 모압 여호와 이스라엘 하나님 말씀 느보 유린 당하다 기다 다임 수치 당하다 점령 되어다 미스 수치 당하다 파괴 되어다
예레미야,48,2,모압 찬송 소리 없어지다 헤스 무리 도모 기르다 오다 끊다 나라 이루다 하자 메다 조용하다 쫓다 가리다
예레미야,48,3,호로 부르짖다 소리 황폐 크다 파멸
예레미야,48,4,모압 멸망 당하다 어린이 부르짖다 들리다
예레미야,48,5,루힛 언덕 올라가다 호로 내리막 파멸 고통스럽다 울부짖다 듣다
예레미야,48,6,도망 생명 구원 광야 노간주나무
예레미야,48,7,업적 보물 의뢰 하므다 정복 당하다 모스 제사장 고관 포로 되어다 갈다
예레미야,48,8,파멸하다 자가 골짜기 멸망하다 평지 파멸 되어다 여호와 말씀
예레미야,48,9,모압 날개 주어 피하 하라 황폐 거기 살다 자가
예레미야,48,10,여호와 자다 저주 받다 흘리다 자도 저주 받다
예레미야,48,11,모압 황폐 모압 젊다 시절 평안하다 포로 찌끼 그릇 그릇 옮기다 남아 냄새 변하다
예레미야,48,12,여호와 말씀 옮기다 담다 보내다 기울이다 그릇 병들다 부다
예레미야,48,13,이스라엘 벧엘 의뢰 하므다 수치 당한 모압 모스 수치 당하다
예레미야,48,14,용사 능란 전사
예레미야,48,15,여호와 일컫다 모압 황폐 사라지다 선택 받다 장정 내려가다 죽이다 당하다
예레미야,48,16,모압 재난 가깝다 고난 닥치다
예레미야,48,17,사면 모든 이름 알다 모든 위로 강하다 막대기 아름답다 지팡이 부러지다
예레미야,48,18,디본 살다 딸아 영화 내려오다 마르다 앉다 모압 파멸하다 자가 올라오다 치다 요새 깨뜨리다
예레미야,48,19,로엘 살다 여인 서서 지키다 도망 피하 생기다 물다
예레미야,48,20,모압 수치 받다 울면 부르짖다 아르 가다 기르다 모압 황폐
예레미야,48,21,심판 평지 나니 홀론 야사 메바앗
예레미야,48,22,디본 느보 벧디 부르다 다임
예레미야,48,23,기다 다임 벧가물 벧므온
예레미야,48,24,그리다 보스 오다 모압 원근 모든
예레미야,48,25,모압 잘리다 팔이 부러지다 여호와 말씀
예레미야,48,26,모압 조롱 거리 모압 취하 여호와 대하 교만하다 뒹굴므 조롱 거리
예레미야,48,27,이스라엘 조롱 도둑 가운데 발견 되어다 머리 흔들다
예레미야,48,28,모압 주민 떠나다 바위 사이 살다 출입문 어귀 가장자리 들이다 비둘기
예레미야,48,29,모압 교만 들다 심하다 교만 자고 오만 자랑 마음 거만
예레미야,48,30,여호와 말씀 워함 허다 알다 자랑 성취
예레미야,48,31,모압 울다 모압 부르짖다 무리 길헤레스 신음 하리
예레미야,48,32,포도나무 가지 바다 넘다 바다 뻗다 여름 과일 포도 수확 탈취 자가 나타나다 울다 더하다
예레미야,48,33,기쁨 환희 옥토 모압 빼앗기다 포도주 포도주 끊어지다 하리 외치 밟다 자가 외침 즐겁다 외침 하리
예레미야,48,34,헤스 엘르 알레 지나 야하스 호로 지나 에글랏 세다 시야 지역 살다 소리 내다 부르짖다 니므림 황폐
예레미야,48,35,여호와 말씀 모압 제사 신들 분향 자르다 끊다 버리다
예레미야,48,36,모압 받다 마음 모압 피리 소리 내미다 마음 길헤레스 피리 소리 나니 모으다 재물 없어지다
예레미야,48,37,모든 대머리 되어다 모든 수염 밀다 자국 허리 굵다 베가 둘렸
예레미야,48,38,모압 모든 지붕 거리 각처 울다 소리 들리다 모압 마음 들다 그릇 깨뜨리다 여호와 말씀
예레미야,48,39,모압 파괴 되어다 애곡 는가 모압 부끄럽다 돌리다 모압 사방 모든 조롱 거리 공포 대상
예레미야,48,40,여호와 말씀 보라 독수리 날아오다 모압 날개 펴다
예레미야,48,41,점령 당하다 요새 함락 모압 사의 마음 산고 당하다 여인
예레미야,48,42,모압 여호와 거슬러 자만하다 멸망하다 나라 이루다 하리
예레미야,48,43,여호와 말씀 모압 주민 두려움 함정 무가 닥치다
예레미야,48,44,두려움 도망 자다 함정 떨어지다 함정 나오다 자다 걸리다 모압 받다 것임 여호와 말씀
예레미야,48,45,도망 기진 헤스 그늘 서다 헤스 나다 불길 가운데 나서다 모압 살쩍 떠들다 정수리 사르다
예레미야,48,46,모압 화가 모스 백성 망하다 아들 사로잡히다 가다 포로 되어다
예레미야,48,47,마지막 모압 포로 돌리다 보내다 여호와 말씀 모압 심판 여기다 지니
예레미야,49,1,암몬 받다 심판 암몬 자손 말씀 여호와 말씀 이스라엘 자식 상속 말갛다 점령 백성 살다
예레미야,49,2,여호와 말씀 보라 전쟁 소리 암몬 자손 랍바 들리다 랍바 폐허 더미 언덕 마을 이스라엘 점령 자르다 점령 하리 여호와 말씀
예레미야,49,3,헤스 울다 황폐 랍바 부르짖다 굵다 감고 애통하다 울타리 가운데 허둥지둥 말갛다 제사장 고관 사로잡히다 가리다
예레미야,49,4,패역 딸아 골짜기 흐르다 골짜기 자랑 재물 의뢰 내다 대적 오리
예레미야,49,5,여호와 말씀 보라 두려움 사방 오다 하리 쫓기다 나가다 도망 모으다 자가
예레미야,49,6,암몬 자손 포로 돌아가다 하리 여호와 말씀
예레미야,49,7,에돔 받다 심판 에돔 말씀 여호와 말씀 다시다 지혜 되어다 명철하다 책략 끊어지다 지혜 없어지다
예레미야,49,8,드단 주민 돌이키다 도망 깊다 숨다 재난 닥치 하리
예레미야,49,9,포도 거두다 열매 남다 도둑 오다 욕심 차기
예레미야,49,10,벗기다 숨다 드러나다 숨다 자손 형제 이웃 멸망하다 없어지다
예레미야,49,11,아들 버리다 살리다 과부 나르다 의지
예레미야,49,12,여호와 말씀 보라 술잔 마시다 습관 자도 말다 형벌 오다 하리 말다
예레미야,49,13,여호와 말씀 나르다 두다 맹세 보스 라가 놀래다 치욕 거리 황폐 거리 모든 영원하다 황폐 하리
예레미야,49,14,여호와 오다 소식 들다 사절 여러 나라 가운데 보내다 모이다 서다 일어나서 싸우다
예레미야,49,15,보라 여러 나라 가운데 작아지다 가운데 멸시 받다
예레미야,49,16,바위 살다 산꼭대기 점령 스스로 두렵다 자인 여기다 마음 교만 속이다 독수리 보금자리 높다 지다 그리다 끌어내리다 여호와 말씀
예레미야,49,17,에돔 공포 대상 지나다 모든 재앙 탄식 하리
예레미야,49,18,여호와 말씀 소돔 고모라 이웃 멸망하다 거기 살다 가운데 머물다
예레미야,49,19,보라 사자 강의 깊다 나타나다 오다 견고하다 처소 거기 쫓아내다 자르다 세우다 나오다 나오다 더불다 다투다 목자
예레미야,49,20,에돔 여호와 의도 주민 대하 결심 여호와 계획 들다 어리다 다니다 괴롭히다 소로 황폐
예레미야,49,21,넘어지다 소리 진동 부르짖다 소리 홍해 들리다
예레미야,49,22,보라 원수 독수리 날아오다 날개 보스 펴다 에돔 사의 마음 진통 여인
예레미야,49,23,다메섹 받다 심판 다메섹 말씀 아르 밧다 수치 당하다 흉하다 소문 듣다 낙담하다 바닷가 비틀 거리 평안
예레미야,49,24,다메섹 피곤하다 돌이키다 달아나다 하니 떨리다 움켜잡다 해산 여인 고통 슬픔 사로자다
예레미야,49,25,찬송 즐겁다 버리다 되어다
예레미야,49,26,여호와 말씀 장정 거리 드럽다 모든 군사 멸절
예레미야,49,27,다메섹 성벽 지르다 베다 궁전 불타다
예레미야,49,28,게달 솔이 받다 심판 바벨론 느부갓네살 공격 받다 게달 나라 말씀 여호와 말씀 일어나다 게달 올라가다 동방 자손 황폐 하라
예레미야,49,29,장막 빼앗다 휘장 모든 기구 낙타 빼앗다 소유 삼고 외치 기르다 두려움 사방
예레미야,49,30,여호와 말씀 주민 도망 멀리 가다 깊다 살라 바벨론 느부갓네살 모략 계책 세우다
예레미야,49,31,여호와 말씀 일어나다 고요 평안하다 살다 백성 성문 빗장 홀로 살다 국민 치르다
예레미야,49,32,낙타 노략 물이 많다 가축 탈취 당하다 살쩍 깎다 사면 흩다 재난 여러 오다 하리 여호와 말씀
예레미야,49,33,크다 거처 되어다 영원하다 황폐 하리 거기 살다 가운데 머물다 살다
예레미야,49,34,엘람 받다 심판 유다 시드기야 즉위 지다 래지 엘람 여호와 말씀 선지자 예레미야
예레미야,49,35,여호와 보라 엘람 으뜸 가다 꺾다
예레미야,49,36,하늘 사방 사방 바람 엘람 오다 사방 흩다 엘람 쫓겨나다 자가 가지 나라
예레미야,49,37,여호와 말씀 엘람 원수 생명 노리다 자의 재앙 진노 내리다 보내다 멸망
예레미야,49,38,보좌 엘람 주다 고관 멸하리 여호와 말씀
예레미야,49,39,말일 엘람 포로 돌아가다 하리 여호와 말씀
예레미야,50,1,바벨론 받다 심판 여호와 선지자 예레미야 바벨론 갈대 대하 말씀
예레미야,50,2,나라 가운데 전파 공포 하라 깃발 세우다 숨기다 공포 바벨론 함락 수치 당하다 므로닥 부스러지다 신상 수치 당하다 우상 부스러지다 하라
예레미야,50,3,나라 북쪽 나오다 치다 황폐 가운데 살다 자가 것임 짐승 도망
예레미야,50,4,여호와 말씀 이스라엘 자손 돌아오다 유다 자손 돌아오다 울면 가다 하나님 여호와
예레미야,50,5,얼굴 시온 물다 오라 잊다 영원하다 언약 여호와 연합 하라 하리
예레미야,50,6,바벨론 도망 갈대 나오다 백성은 잃다 버리다 목자 곁길 가게 돌이키다 언덕 돌아다니다 쉬다 잊다
예레미야,50,7,만나다 삼키다 대적 여호와 소시 조상 소망 여호와 범죄 무죄
예레미야,50,8,바벨론 가운데 도망 갈대 나오다 앞서다 염소 하라
예레미야,50,9,보라 크다 민족 무리 북쪽 올라오다 바벨론 대항 하리 대열 벌이 치다 정복 화살 노련하다 사의 화살 허공
예레미야,50,10,갈대 아가 약탈 당하다 약탈 만족하다 여호와 말씀
예레미야,50,11,바벨론 멸망 소유 노략 즐겁다 기쁘다 타작 송아지 발굽 구르다 군마 울다
예레미야,50,12,어머니 크다 수치 당하다 낳다 자가 치욕 당하다 보라 나라 가운데 마지막 광야 마르다 거치다 계곡
예레미야,50,13,여호와 진노 주민 완전하다 황무지 바벨론 지나가다 모든 재난 탄식 하리
예레미야,50,14,바벨론 두르다 대열 벌이 당기다 모든 화살 아끼다 쏘다 여호와 범죄
예레미야,50,15,주위 고함 지르다 항복 요새 무너지다 성벽 허물 지다 여호와 내리다 보복 갚다
예레미야,50,16,파종 추수 잡다 자르다 바벨론 끊다 버리다 압박 두렵다 각기 동족 돌아가다 고향 도망 하리
예레미야,50,17,이스라엘 돌아오다 하리 이스라엘 흩어지다 사자 따르다 처음 수르 먹다 바벨론 느부갓네살 꺾다
예레미야,50,18,여호와 이스라엘 하나님 보라 수르 바벨론
예레미야,50,19,이스라엘 목장 돌아가다 하리 갈다 메다 바산 기르다 마음 에브라임 기르다 만족하다
예레미야,50,20,여호와 말씀 이스라엘 죄악 찾다 유다 찾다 찾아내다 하리 남기다 자르다 용서 것임
예레미야,50,21,여호와 바벨론 심판 여호와 말씀 올라가다 다임 브곳 주민 치다 진멸 명령 하라
예레미야,50,22,싸움 소리 크다 파멸
예레미야,50,23,세계 망치 그리다 꺾다 부서지다 바벨론 그리다 나라 가운데 황무지 되어다
예레미야,50,24,바벨론 잡다 놓다 깨닫다 걸리다 여호와 싸우다 발각 되어다 잡히다
예레미야,50,25,여호와 병기 열다 분노 무기 꺼내다 여호와 갈대
예레미야,50,26,멀다 오다 곳간 열다 곡식 더미 쌓다 올리다 진멸 남다 말르다
예레미야,50,27,황소 도살 내다 보내다 받다 렀음
예레미야,50,28,바벨론 도피 자의 소리 시온 하나님 여호와 보복 성전 보복 선포 소리
예레미야,50,29,쏘다 자르다 바벨론 소집 당기다 사면 치다 피하 자가 하라 갚다 갚다 이스라엘 거룩하다 여호와 교만하다
예레미야,50,30,장정 거리 드럽다 군사 멸절 여호와 말씀
예레미야,50,31,여호와 말씀 교만하다 보라 대적 이르렀음
예레미야,50,32,교만하다 자가 걸리다 넘어지다 일으키다 자가 지르다 주위 삼키다
예레미야,50,33,여호와 말씀 이스라엘 자손 유다 자손 학대 받다 사로자다 자다 붙들다 놓다 주지
예레미야,50,34,구원 강하니 이름 여호와 싸우다 평안하다 주다 바벨론 주민 불안하다 하리
예레미야,50,35,여호와 말씀 갈대 아인 오다 바벨론 주민 오다 고관 지혜 자의 떨어지다
예레미야,50,36,자랑 자의 떨어지다 어리석다 사의 떨어지다
예레미야,50,37,거들다 여러 민족 떨어지다 보물 떨어지다 약탈
예레미야,50,38,가뭄 내리다 말리다 조각 신상 무섭다 실성하다
예레미야,50,39,사막 들다 짐승 승냥이 거기 살다 타조 가운데 영원하다 주민 대대 자가
예레미야,50,40,여호와 말씀 하나님 소돔 고모라 이웃 뒤엎었듯 거기 살다 가운데 머물다 살다
예레미야,50,41,보라 민족 북쪽 오다 크다 나라 여러 충동 받다 일어나다
예레미야,50,42,투창 가지다 자라 잔인하다 불쌍하다 목소리 바다 설레임 바벨론 타고 무사 각기 대열 갖추다
예레미야,50,43,바벨론 소문 듣다 약하다 고통 사로잡히다 해산 여인 진통
예레미야,50,44,보라 사자 깊다 나타나다 오다 견고하다 처소 거기 쫓아내다 자르다 자리 세우다 나오다 출두 명령 자가 목자
예레미야,50,45,바벨론 여호와 계획 갈대 대하 품다 여호와 들다 어리다 끌다 가다 초장 황폐 하리
예레미야,50,46,바벨론 약탈 당하다 소리 진동 부르짖다 나라 가운데 들리다 시도
예레미야,51,1,바벨론 여호와 여호와 말씀 보라 멸망 자의 심령 부추기다 바벨론 나르다 대적 자르다 치다
예레미야,51,2,타국 바벨론 보내다 키질 하리 재난 싸다 치다
예레미야,51,3,당기다 자르다 갑옷 입다 일어서다 자르다 쏘다 자다 당기다 장정 불쌍하다 말다 군대 전멸
예레미야,51,4,무리 갈대 죽이다 당하다 드럽다 관통상 당한 자가 거리
예레미야,51,5,이스라엘 유다 이스라엘 거룩하다 거역 하므다 죄과 가득하다 하나님 여호와 버리다 받다 홀아비
예레미야,51,6,바벨론 가운데 도망 나오다 각기 생명 구원 죄악 끊어지다 보지 말다 여호와 보복 보복
예레미야,51,7,바벨론 여호와 잡히다 세계 취하 금잔 민족 포도주 마심
예레미야,51,8,바벨론 넘어지다 파멸 상처 유향 구하라
예레미야,51,9,바벨론 치료 버리다 각기 고향 돌아가다 화가 하늘 궁창 달다
예레미야,51,10,여호와 드러내다 오라 시온 하나님 여호와 선포
예레미야,51,11,화살 갈다 둥글다 방패 준비 하라 여호와 메다 마음 부추기다 바벨론 여호와 보복 성전 보복
예레미야,51,12,바벨론 성벽 깃발 세우다 튼튼하다 지키다 파수 세우다 복병 매복 방비 여호와 바벨론 주민 대하 말씀 계획 심다
예레미야,51,13,많다 가다 살다 재물 많다 재물 한계 오다
예레미야,51,14,여호와 목숨 두다 맹세 메뚜기 가득하다 하리 환성 높이다 시도
예레미야,51,15,여호와 찬양 여호와 능력 지다 지혜 세계 세우다 명철 하늘 펴다
예레미야,51,16,목소리 하늘 많다 물이 생기다 구름 번개 곳간 바람 내다
예레미야,51,17,어리석다 무식하다 만들다 신상 수치 당하다 부어 만들다 우상 거짓 생기
예레미야,51,18,헛된 조롱 거리 징벌 멸망하다
예레미야,51,19,야곱 분깃 만물 지다 불다 이스라엘 소유 파라 이름 여호와
예레미야,51,20,바벨론 여호와 철퇴 여호와 철퇴 무기 나라 분쇄 국가 멸하
예레미야,51,21,기마 분쇄 병거 거대 부수
예레미야,51,22,남자 여자 분쇄 노년 유년 분쇄 청년 처녀 분쇄
예레미야,51,23,목자 분쇄 농부 멍엣소 분쇄 도백 태수 분쇄 하리
예레미야,51,24,시온 모든 바벨론 갈대 모든 주민 갚다 여호와 말씀
예레미야,51,25,바벨론 황무지 여호와 말씀 세계 멸하 멸망 산아 보라 원수 펴다 바위 굴리 산이
예레미야,51,26,잇다 돌이 기촛돌 취하 영원하다 황무지 여호와 말씀
예레미야,51,27,깃발 세우다 나라 가운데 나팔 불어 나라 동원 아라랏 민니 아스 나스 나라 불다 모으다 사무관 세우다 치다 극성 메뚜기 몰다 하라
예레미야,51,28,백성 메다 도백 모든 태수 관할 모든 준비 하라
예레미야,51,29,진동 소용돌이 치다 여호와 바벨론 치다 황폐 주민 계획 서다
예레미야,51,30,바벨론 살다 싸움 요새 머무르다 기력 여인 거처 불타다 빗장 부러지다
예레미야,51,31,보발 보발 맞다 달리 전령 전령 맞다 달려가다 바벨론 사방 함락 되어다
예레미야,51,32,모든 나루 빼앗기다 갈대 불타다 군사 질리다 하리
예레미야,51,33,여호와 이스라엘 보복 여호와 이스라엘 하나님 말씀 바벨론 타작 마당 멀다 추수 시도
예레미야,51,34,바벨론 느부갓네살 나르다 먹다 나르다 멸하 나르다 그릇 크다 나르다 삼키다 좋다 음식 채우다 나르다 쫓아내다
예레미야,51,35,받다 폭행 육체 학대 바벨론 돌아가다 원하다 시온 주민 흘리다 갈대 주민 돌아가다 원하다 예루살렘 말다
예레미야,51,36,여호와 말씀 보라 송사 듣다 보복 바다 말리 말리다
예레미야,51,37,바벨론 무더기 되어다 승냥이 거처 혐오 대상 탄식 거리 주민
예레미야,51,38,젊다 사자 소리 지르다 새끼 사자 으르렁 거리
예레미야,51,39,열정 일어나다 연회 베풀다 취하 기쁘다 영원하다 잠들다 깨지다 하리 여호와 말씀
예레미야,51,40,끌어내리다 어리다 숫양 염소 도살 가다 하리
예레미야,51,41,바벨론 파멸 노래 슬프다 함락 되어다 세상 칭찬 받다 빼앗기다 슬프다 바벨론 나라 가운데 황폐
예레미야,51,42,바다 바벨론 넘침 노도 소리 덮다
예레미야,51,43,황폐 마르다 사막 되어다 지나가다
예레미야,51,44,바벨론 삼키다 끌어내리다 민족 다시다 몰리다 바벨론 성벽 무너지다
예레미야,51,45,백성 나오다 각기 여호와 진노 피하
예레미야,51,46,마음 나약하다 말다 들리다 소문 두렵다 말르다 소문 포함 다스리다 자가 다스리다 자르다 서로 치다
예레미야,51,47,보라 바벨론 우상 치욕 당하다 죽이다 당하다 자가 가운데 드럽다
예레미야,51,48,하늘 모든 바벨론 기쁘다 노랗다 파멸 자가 북쪽 여호와 말씀
예레미야,51,49,바벨론 이스라엘 죽이다 엎드러뜨림 세상 바벨론 죽이다 당하다 드럽다
